,DATE,users,cust_hash_count,sessions,orders,revenue,bounces,entries,exits,Catalog_PI,catalog_clicks,catalog_clicks_1,variant
78791,20170211,1,1,1,0,0.0,0,0,1,12,2,2,Control
111434,20170211,1,1,1,0,0.0,0,0,0,0,0,0,Control
40591,20170211,1,1,1,0,0.0,1,1,1,1,0,0,Control
147763,20170211,1,1,1,0,0.0,0,0,1,1,0,0,Control
266737,20170211,1,1,1,1,32.06623,0,1,0,1,1,1,Control
45462,20170211,1,1,1,0,0.0,0,0,0,5,2,2,Control
45463,20170211,1,1,1,0,0.0,0,0,0,0,0,0,Control
21409,20170211,1,1,1,0,0.0,0,0,0,0,0,0,Control
285996,20170211,1,1,1,0,0.0,0,0,1,2,0,0,Control
33511,20170211,1,1,1,0,0.0,0,1,1,6,1,0,Control
255752,20170211,1,1,1,0,0.0,0,0,0,0,0,0,Control
10740,20170211,1,1,1,0,0.0,1,1,1,1,0,0,Control
286384,20170211,1,1,1,0,0.0,0,0,1,12,1,1,Control
286383,20170211,1,1,1,0,0.0,0,0,0,0,0,0,Control
272515,20170211,1,1,6,0,0.0,0,2,0,26,16,12,Control
40340,20170211,1,1,1,0,0.0,0,0,1,13,4,3,Control
314802,20170211,1,1,1,0,0.0,0,0,1,4,0,0,Control
360337,20170211,1,1,1,0,0.0,0,0,1,2,0,0,Control
217933,20170211,1,1,2,0,0.0,0,0,0,0,0,0,Control
316256,20170211,1,1,1,0,0.0,0,0,0,14,0,0,Control
316255,20170211,1,1,1,0,0.0,0,1,0,1,0,0,Control
316504,20170211,1,1,2,0,0.0,0,0,0,0,0,0,Control
7124,20170211,1,1,1,0,0.0,0,0,0,3,0,0,Control
10169,20170211,1,1,3,0,0.0,0,0,0,26,2,2,Control
59231,20170211,1,1,1,0,0.0,0,0,0,0,0,0,Control
59233,20170211,1,1,1,0,0.0,1,1,1,1,0,0,Control
59234,20170211,1,1,1,0,0.0,0,1,1,2,0,0,Control
59235,20170211,1,1,1,0,0.0,0,1,1,5,0,0,Control
267225,20170211,1,1,1,0,0.0,0,0,1,3,2,2,Control
109894,20170211,1,1,1,0,0.0,0,0,0,1,0,0,Control
318366,20170211,1,1,1,0,0.0,0,0,0,1,1,1,Control
347566,20170211,1,1,2,1,53.587191000000004,0,0,0,16,0,0,Control
1189,20170211,1,1,1,0,0.0,0,1,1,7,3,3,Control
148750,20170211,1,1,1,0,0.0,0,0,0,0,0,0,Control
43301,20170211,1,1,1,0,0.0,0,0,0,0,0,0,Control
110107,20170211,1,1,1,0,0.0,0,0,0,0,0,0,Control
302382,20170211,1,1,1,0,0.0,0,1,0,11,1,0,Control
315739,20170211,1,1,1,0,0.0,0,0,0,1,0,0,Control
302374,20170211,1,1,2,0,0.0,0,0,0,9,11,11,Control
237486,20170211,1,1,1,0,0.0,0,1,1,5,0,0,Control
123030,20170211,1,1,1,0,0.0,0,0,1,2,0,0,Control
196856,20170211,1,1,1,0,0.0,0,1,1,8,2,2,Control
237487,20170211,1,1,1,0,0.0,0,0,0,3,5,3,Control
315514,20170211,1,1,1,0,0.0,1,1,1,1,0,0,Control
196575,20170211,1,1,1,0,0.0,0,1,0,1,0,0,Control
40179,20170211,1,1,1,0,0.0,0,1,1,2,0,0,Control
1185,20170211,1,1,1,0,0.0,0,0,0,0,0,0,Control
144763,20170211,1,1,1,0,0.0,0,0,0,0,0,0,Control
314801,20170211,1,1,1,0,0.0,0,0,0,0,0,0,Control
310869,20170211,1,1,1,0,0.0,1,1,1,1,0,0,Control
30749,20170211,1,1,1,0,0.0,0,1,0,4,4,0,Control
69206,20170211,1,1,1,0,0.0,0,0,0,0,0,0,Control
199843,20170211,1,1,1,0,0.0,1,1,1,1,0,0,Control
216481,20170211,1,1,1,0,0.0,0,0,0,0,0,0,Control
199774,20170211,1,1,2,0,0.0,0,1,0,12,9,9,Control
23199,20170211,1,1,1,0,0.0,0,1,1,2,1,1,Control
142670,20170211,1,1,1,0,0.0,0,1,1,3,1,1,Control
350471,20170211,1,1,1,0,0.0,0,1,1,24,1,0,Control
216470,20170211,1,1,1,0,0.0,0,1,0,1,2,0,Control
306419,20170211,1,1,1,0,0.0,0,0,0,0,0,1,Control
270486,20170211,1,1,2,0,0.0,0,0,0,0,0,0,Control
249532,20170211,1,1,1,0,0.0,0,0,0,0,0,0,Control
79498,20170211,1,1,1,0,0.0,0,1,1,13,4,0,Control
351542,20170211,1,1,1,0,0.0,0,1,1,2,0,0,Control
105333,20170211,1,1,1,0,0.0,0,1,0,2,1,0,Control
208146,20170211,1,1,1,0,0.0,0,0,0,0,0,0,Control
90012,20170211,1,1,1,0,0.0,0,0,0,1,0,0,Control
31039,20170211,1,1,1,0,0.0,1,1,1,1,0,0,Control
334490,20170211,1,1,1,0,0.0,0,0,0,0,0,0,Control
23255,20170211,1,1,1,0,0.0,0,0,0,2,2,2,Control
271570,20170211,1,1,1,0,0.0,0,0,0,0,0,0,Control
135346,20170211,1,1,1,0,0.0,0,0,0,0,0,0,Control
108450,20170211,1,1,1,0,0.0,1,1,1,1,0,0,Control
247358,20170211,1,1,1,0,0.0,0,0,1,2,0,0,Control
26745,20170211,1,1,1,0,0.0,0,0,1,18,0,0,Control
143801,20170211,1,1,1,0,0.0,0,0,0,1,1,1,Control
371044,20170211,1,1,1,0,0.0,0,0,1,4,0,0,Control
354410,20170211,1,1,2,0,0.0,0,0,2,20,0,0,Control
108987,20170211,1,1,1,0,0.0,0,1,0,2,1,1,Control
314421,20170211,1,1,1,0,0.0,0,0,0,4,1,0,Control
79066,20170211,1,1,2,0,0.0,0,1,2,10,0,0,Control
291220,20170211,1,1,2,0,0.0,0,0,0,14,0,0,Control
198072,20170211,1,1,1,0,0.0,0,0,1,1,0,0,Control
198102,20170211,1,1,1,0,0.0,0,1,1,6,0,0,Control
59941,20170211,1,1,1,0,0.0,0,0,1,9,4,3,Control
79501,20170211,1,1,1,0,0.0,0,0,0,0,0,0,Control
31271,20170211,1,1,1,0,0.0,0,0,0,0,0,0,Control
90274,20170211,1,1,1,0,0.0,0,0,1,2,1,1,Control
17,20170211,1,1,1,0,0.0,0,0,1,3,0,0,Control
445,20170211,1,1,1,0,0.0,0,0,1,14,2,1,Control
25833,20170211,1,1,1,0,0.0,0,1,1,1,0,0,Control
207138,20170211,1,1,1,0,0.0,0,0,0,0,0,0,Control
207141,20170211,1,1,1,0,0.0,0,1,1,5,2,2,Control
207144,20170211,1,1,1,0,0.0,0,0,0,0,0,0,Control
336005,20170211,1,1,1,0,0.0,0,1,0,37,11,11,Control
25841,20170211,1,1,1,0,0.0,0,0,1,3,0,0,Control
79062,20170211,1,1,1,0,0.0,0,0,1,6,0,0,Control
112055,20170211,1,1,1,1,21.413355,0,0,0,3,2,2,Control
300997,20170211,1,1,1,0,0.0,0,0,1,3,0,0,Control
317960,20170211,1,1,1,0,0.0,0,1,1,2,0,0,Control
1958,20170211,1,1,1,0,0.0,0,0,0,0,0,0,Control
317795,20170211,1,1,1,0,0.0,0,1,0,2,0,0,Control
346135,20170211,1,1,2,0,0.0,0,0,1,44,2,1,Control
1914,20170211,1,1,1,0,0.0,0,0,1,4,0,0,Control
139559,20170211,1,1,1,1,17.109163,0,0,0,5,7,1,Control
10438,20170211,1,1,1,0,0.0,0,1,0,1,0,0,Control
249166,20170211,1,1,1,0,0.0,0,0,0,0,0,0,Control
139350,20170211,1,1,1,0,0.0,1,1,1,1,0,0,Control
250639,20170211,1,1,1,0,0.0,0,0,0,0,0,0,Control
282764,20170211,1,1,1,0,0.0,0,0,0,8,1,1,Control
209425,20170211,1,1,1,0,0.0,0,0,1,7,0,0,Control
46870,20170211,1,1,1,0,0.0,0,0,1,2,1,1,Control
137883,20170211,1,1,1,0,0.0,0,0,0,3,4,4,Control
137884,20170211,1,1,1,0,0.0,0,1,1,2,0,0,Control
306700,20170211,1,1,1,0,0.0,1,1,1,1,0,0,Control
207876,20170211,1,1,2,0,0.0,0,0,0,0,0,0,Control
335058,20170211,1,1,2,0,0.0,0,0,0,38,10,9,Control
305676,20170211,1,1,1,0,0.0,0,0,0,0,0,0,Control
139603,20170211,1,1,1,0,0.0,1,1,1,1,0,0,Control
351084,20170211,1,1,1,0,0.0,1,1,1,1,0,0,Control
282357,20170211,1,1,1,0,0.0,0,0,0,0,0,0,Control
139334,20170211,1,1,1,0,0.0,0,1,0,4,0,0,Control
249096,20170211,1,1,1,0,0.0,0,1,0,1,2,2,Control
207871,20170211,1,1,1,1,30.452158,0,1,0,19,8,8,Control
344380,20170211,1,1,1,0,0.0,0,0,1,9,3,1,Treatment
292114,20170211,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
233401,20170211,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
70406,20170211,1,1,2,0,0.0,0,0,0,1,1,1,Treatment
367825,20170211,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
168779,20170211,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
355640,20170211,1,1,2,0,0.0,0,1,1,2,0,0,Treatment
94733,20170211,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
367419,20170211,1,1,1,0,0.0,0,0,0,2,1,1,Treatment
188381,20170211,1,1,1,0,0.0,0,0,1,29,1,1,Treatment
85583,20170211,1,1,1,0,0.0,0,0,0,3,2,1,Treatment
277089,20170211,1,1,1,0,0.0,0,0,0,9,3,3,Treatment
188335,20170211,1,1,2,0,0.0,0,0,0,0,0,0,Treatment
70680,20170211,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
131737,20170211,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
223673,20170211,1,1,1,0,0.0,0,0,0,9,1,1,Treatment
84942,20170211,1,1,1,1,169.692771,0,0,1,70,15,15,Treatment
84938,20170211,1,1,1,0,0.0,0,0,0,6,0,0,Treatment
277046,20170211,2,1,3,1,163.085837,1,3,1,14,3,3,Treatment
115677,20170211,1,1,1,0,0.0,0,0,1,4,2,1,Treatment
170284,20170211,1,1,1,0,0.0,1,1,1,1,0,0,Treatment
298352,20170211,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
70412,20170211,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
162373,20170211,1,1,1,0,0.0,0,1,1,2,0,0,Treatment
49979,20170211,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
320548,20170211,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
149499,20170211,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
233404,20170211,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
298293,20170211,1,1,1,0,0.0,1,1,1,1,0,0,Treatment
99331,20170211,1,1,2,0,0.0,0,0,2,42,13,4,Treatment
99333,20170211,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
131377,20170211,1,1,1,0,0.0,0,0,0,33,5,1,Treatment
225864,20170211,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
187226,20170211,1,1,1,0,0.0,0,0,1,1,0,0,Treatment
56223,20170211,1,1,1,0,0.0,0,1,0,18,6,2,Treatment
121939,20170211,1,1,1,0,0.0,0,0,1,11,0,0,Treatment
19876,20170211,1,1,3,0,0.0,2,2,3,6,0,0,Treatment
226467,20170211,1,1,1,0,0.0,0,0,0,1,0,2,Treatment
11621,20170211,1,1,1,0,0.0,0,1,0,7,0,0,Treatment
337764,20170211,1,1,1,0,0.0,0,0,0,3,1,1,Treatment
226226,20170211,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
298109,20170211,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
226240,20170211,1,1,1,0,0.0,0,0,0,22,9,8,Treatment
321989,20170211,1,1,1,0,0.0,0,0,0,2,1,2,Treatment
187219,20170211,1,1,1,0,0.0,1,1,1,1,0,0,Treatment
226235,20170211,1,1,1,0,0.0,0,0,1,66,38,5,Treatment
223214,20170211,1,1,1,0,0.0,0,0,1,1,0,0,Treatment
331610,20170212,1,1,1,0,0.0,0,0,0,1,1,1,Control
87864,20170212,1,1,1,0,0.0,0,0,1,8,1,1,Control
78700,20170212,1,1,2,0,0.0,2,2,2,2,0,0,Control
88493,20170212,1,1,1,0,0.0,1,1,1,1,0,0,Control
88512,20170212,1,1,2,0,0.0,0,0,0,6,1,1,Control
88516,20170212,1,1,1,0,0.0,0,1,0,2,1,0,Control
88515,20170212,1,1,2,0,0.0,0,0,2,11,2,2,Control
339665,20170212,1,1,1,0,0.0,0,1,0,7,2,1,Control
158974,20170212,1,1,1,0,0.0,0,1,0,3,1,1,Control
151130,20170212,1,1,1,0,0.0,0,0,0,0,0,0,Control
11701,20170212,1,1,1,0,0.0,0,0,0,4,0,0,Control
344426,20170212,1,1,1,0,0.0,0,1,0,7,4,3,Control
349474,20170212,1,1,2,0,0.0,0,0,0,3,1,1,Control
150216,20170212,1,1,1,1,39.598566,0,1,0,5,2,2,Control
151638,20170212,1,1,1,0,0.0,1,1,1,1,0,0,Control
140401,20170212,1,1,1,0,0.0,0,0,0,0,0,0,Control
79817,20170212,1,1,1,0,0.0,0,0,0,0,0,0,Control
79446,20170212,1,1,1,0,0.0,1,1,1,1,0,0,Control
150217,20170212,1,1,1,0,0.0,0,0,1,3,1,0,Control
22267,20170212,1,1,1,0,0.0,0,0,1,6,2,1,Control
22268,20170212,1,1,1,0,0.0,0,0,0,0,0,0,Control
109092,20170212,1,1,1,0,0.0,0,0,0,0,0,0,Control
167421,20170212,1,1,1,0,0.0,0,1,0,6,2,1,Control
10074,20170212,1,1,1,0,0.0,0,0,0,2,1,1,Control
167214,20170212,1,1,4,0,0.0,0,0,0,11,0,0,Control
78092,20170212,1,1,1,0,0.0,0,0,0,0,0,0,Control
146005,20170212,1,1,1,0,0.0,1,1,1,1,0,0,Control
147820,20170212,1,1,1,0,0.0,0,0,1,27,7,7,Control
335192,20170212,1,1,1,0,0.0,0,0,1,40,15,5,Control
147821,20170212,1,1,2,0,0.0,0,0,1,12,2,2,Control
147897,20170212,1,1,1,0,0.0,0,0,0,9,3,3,Control
147659,20170212,1,1,1,0,0.0,1,1,1,1,0,0,Control
147677,20170212,1,1,1,0,0.0,0,1,0,5,7,1,Control
79442,20170212,1,1,1,0,0.0,0,0,0,0,0,0,Control
79822,20170212,1,1,1,0,0.0,0,1,0,1,0,0,Control
159980,20170212,1,1,1,0,0.0,0,0,0,0,0,0,Control
161051,20170212,1,1,1,0,0.0,0,1,0,22,5,5,Control
159196,20170212,1,1,1,0,0.0,0,0,0,0,0,0,Control
161527,20170212,1,1,1,0,0.0,0,0,1,2,0,0,Control
338568,20170212,1,1,1,0,0.0,0,0,0,1,0,0,Control
160155,20170212,1,1,1,0,0.0,0,0,0,1,2,3,Control
160153,20170212,1,1,1,0,0.0,0,0,0,0,0,0,Control
149298,20170212,1,1,1,0,0.0,0,0,0,0,0,0,Control
149300,20170212,1,1,1,0,0.0,0,0,1,3,0,0,Control
161628,20170212,1,1,1,0,0.0,0,0,0,0,0,0,Control
345037,20170212,1,1,1,0,0.0,0,1,1,2,1,1,Control
345036,20170212,1,1,1,0,0.0,0,0,1,5,0,0,Control
129431,20170212,1,1,1,0,0.0,0,1,1,2,0,0,Control
129181,20170212,1,1,1,0,0.0,0,0,0,0,0,0,Control
187021,20170212,1,1,1,0,0.0,0,0,1,6,0,0,Control
186988,20170212,1,1,1,0,0.0,0,0,0,1,1,1,Control
129183,20170212,1,1,1,0,0.0,0,0,1,2,1,1,Control
187089,20170212,1,1,3,0,0.0,0,0,0,0,0,0,Control
315868,20170212,1,1,1,0,0.0,0,0,1,31,10,2,Control
161053,20170212,1,1,1,0,0.0,0,0,1,11,0,0,Control
148469,20170212,1,1,1,0,0.0,0,0,0,0,0,0,Control
80104,20170212,1,1,1,0,0.0,0,0,1,2,5,4,Control
157513,20170212,1,1,1,0,0.0,0,0,1,1,0,0,Control
157537,20170212,1,1,2,0,0.0,0,1,2,6,1,1,Control
155767,20170212,1,1,2,0,0.0,0,1,1,14,4,3,Control
82803,20170212,1,1,1,0,0.0,1,1,1,1,0,0,Control
82704,20170212,1,1,1,0,0.0,0,1,0,3,1,1,Control
154761,20170212,1,1,1,0,0.0,0,1,0,1,0,0,Control
157671,20170212,1,1,1,0,0.0,0,1,1,5,2,1,Control
159201,20170212,1,1,1,0,0.0,0,0,0,0,0,0,Control
157666,20170212,1,1,1,0,0.0,0,1,0,1,2,2,Control
336894,20170212,1,1,1,0,0.0,0,0,0,0,0,0,Control
14063,20170212,1,1,1,0,0.0,0,0,1,21,13,10,Control
345952,20170212,1,1,1,1,150.431512,0,0,0,18,9,6,Control
336180,20170212,1,1,2,0,0.0,0,0,0,9,5,2,Control
164694,20170212,1,1,1,0,0.0,1,1,1,1,0,0,Control
164693,20170212,1,1,1,0,0.0,0,0,0,0,0,0,Control
80329,20170212,1,1,1,0,0.0,0,0,1,28,5,4,Control
345511,20170212,1,1,2,0,0.0,0,0,2,45,7,6,Control
117577,20170212,1,1,1,0,0.0,0,0,0,0,0,0,Control
365868,20170212,1,1,1,0,0.0,0,1,1,2,0,0,Control
109098,20170212,1,1,2,0,0.0,0,1,0,11,1,0,Control
96596,20170212,1,1,1,0,0.0,0,0,1,2,0,0,Control
119910,20170212,1,1,1,0,0.0,0,1,0,4,0,0,Control
25098,20170212,1,1,1,0,0.0,0,0,0,3,2,2,Control
62544,20170212,1,1,1,0,0.0,0,1,0,7,15,6,Control
119827,20170212,1,1,1,0,0.0,0,1,1,3,0,0,Control
318163,20170212,1,1,1,0,0.0,0,0,1,5,0,0,Control
318155,20170212,1,1,1,0,0.0,0,0,0,0,0,0,Control
105502,20170212,1,1,1,0,0.0,1,1,1,1,0,0,Control
346,20170212,1,1,1,0,0.0,0,0,0,4,3,3,Control
307458,20170212,1,1,1,0,0.0,0,0,0,0,0,0,Control
21035,20170212,1,1,2,0,0.0,0,2,2,4,0,0,Control
4334,20170212,1,1,1,1,24.743724,0,1,1,5,1,0,Control
209835,20170212,1,1,1,0,0.0,0,0,1,10,4,3,Control
209833,20170212,1,1,1,0,0.0,0,0,0,0,0,0,Control
106563,20170212,1,1,2,0,0.0,0,0,1,5,1,1,Control
207956,20170212,1,1,1,0,0.0,0,0,0,0,0,0,Control
364248,20170212,1,1,1,0,0.0,0,1,1,2,0,0,Control
68829,20170212,1,1,1,0,0.0,0,0,0,1,0,0,Control
364274,20170212,1,1,1,0,0.0,0,1,0,1,0,0,Control
307285,20170212,1,1,2,0,0.0,0,1,1,4,1,1,Treatment
119909,20170212,1,1,1,0,0.0,0,0,0,5,0,0,Treatment
96595,20170212,1,1,1,0,0.0,0,1,1,6,0,0,Treatment
119905,20170212,1,1,3,0,0.0,0,0,0,21,6,5,Treatment
208038,20170212,1,1,1,0,0.0,0,0,0,3,1,1,Treatment
373353,20170212,1,1,2,0,0.0,1,2,1,2,1,1,Treatment
559,20170212,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
119377,20170212,1,1,1,0,0.0,1,1,1,1,0,0,Control
561,20170212,1,1,1,0,0.0,1,1,1,1,0,0,Treatment
372275,20170212,1,1,1,0,0.0,0,1,1,15,3,3,Treatment
658,20170212,1,1,2,0,0.0,0,1,0,2,1,1,Treatment
102378,20170212,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
68995,20170212,1,1,1,0,0.0,0,0,1,3,0,0,Treatment
102371,20170212,1,1,1,0,0.0,0,0,1,21,4,1,Control
107741,20170212,1,1,1,0,0.0,0,0,0,0,0,0,Control
308862,20170212,1,1,1,0,0.0,0,1,0,5,1,1,Control
118687,20170212,1,1,1,0,0.0,0,0,0,4,2,2,Treatment
119599,20170212,1,1,1,0,0.0,0,0,1,1,0,0,Control
69039,20170212,1,1,1,0,0.0,0,1,1,5,1,0,Control
119315,20170212,2,1,3,0,0.0,0,0,0,5,2,2,Control
23404,20170212,1,1,1,0,0.0,0,1,0,27,5,4,Control
203542,20170212,1,1,1,0,0.0,0,0,0,0,0,0,Control
369353,20170212,1,1,1,0,0.0,0,0,1,1,0,0,Control
110911,20170212,1,1,1,0,0.0,0,0,0,0,0,0,Control
203546,20170212,2,1,2,0,0.0,0,0,1,41,0,0,Control
115400,20170212,1,1,1,0,0.0,0,0,0,0,0,0,Control
66285,20170212,1,1,1,0,0.0,0,0,1,11,4,4,Control
368158,20170212,1,1,1,0,0.0,0,0,1,7,1,1,Control
1812,20170212,1,1,1,0,0.0,0,0,0,2,0,0,Control
196488,20170212,1,1,1,0,0.0,0,0,0,32,3,0,Control
108632,20170212,1,1,2,0,0.0,0,0,0,0,0,0,Control
118195,20170212,1,1,1,0,0.0,0,0,0,0,0,0,Control
108631,20170212,1,1,2,0,0.0,0,2,2,5,0,0,Control
308968,20170212,1,1,1,0,0.0,1,1,1,1,0,0,Control
118432,20170212,1,1,1,0,0.0,0,0,0,0,0,0,Control
109096,20170212,1,1,1,0,0.0,0,0,1,8,2,0,Control
68215,20170212,1,1,1,0,0.0,0,1,0,27,9,3,Control
22463,20170212,1,1,1,0,0.0,0,0,1,1,0,0,Control
23402,20170212,1,1,1,0,0.0,0,1,0,1,3,3,Control
132135,20170212,1,1,1,0,0.0,0,1,1,4,0,0,Control
119318,20170212,1,1,2,0,0.0,0,1,2,8,1,1,Control
121697,20170212,1,1,1,0,0.0,0,0,0,34,19,8,Control
69059,20170212,2,1,3,0,0.0,1,1,1,1,0,0,Control
121695,20170212,1,1,1,0,0.0,0,0,0,0,0,0,Control
21279,20170212,1,1,1,0,0.0,0,1,1,6,0,0,Control
121689,20170212,1,1,1,0,0.0,0,0,0,1,0,0,Control
102471,20170212,1,1,1,0,0.0,0,0,0,0,0,0,Control
314728,20170212,1,1,1,0,0.0,0,0,0,2,2,1,Control
99949,20170212,1,1,1,0,0.0,1,1,1,1,0,0,Control
67098,20170212,1,1,1,0,0.0,0,0,0,1,1,1,Control
314121,20170212,1,1,1,0,0.0,0,0,1,11,3,0,Control
206364,20170212,1,1,1,0,0.0,0,0,1,26,7,3,Control
109753,20170212,1,1,1,0,0.0,1,1,1,1,0,0,Control
98561,20170212,1,1,2,0,0.0,0,0,0,7,0,0,Control
314879,20170212,1,1,1,0,0.0,0,0,0,3,0,0,Control
314875,20170212,1,1,1,0,0.0,0,1,0,25,3,0,Control
205751,20170212,1,1,1,0,0.0,0,1,1,4,0,0,Control
355780,20170212,1,1,1,0,0.0,0,1,1,12,1,0,Control
188461,20170212,1,1,1,0,0.0,0,0,0,3,1,1,Control
324661,20170212,1,1,1,0,0.0,0,0,0,0,0,0,Control
296197,20170212,1,1,2,0,0.0,0,0,0,0,0,0,Control
217524,20170212,1,1,1,0,0.0,0,0,1,3,1,1,Control
294475,20170212,1,1,1,0,0.0,1,1,1,1,0,0,Control
239359,20170212,1,1,1,0,0.0,0,0,0,0,0,1,Control
292569,20170212,1,1,1,0,0.0,0,0,0,0,0,0,Control
245936,20170212,1,1,1,0,0.0,0,0,1,9,0,0,Control
249849,20170212,1,1,1,0,0.0,0,0,1,7,1,1,Control
50969,20170212,1,1,1,0,0.0,0,0,0,15,2,1,Control
292561,20170212,1,1,1,0,0.0,0,0,1,3,2,2,Control
53286,20170212,1,1,1,0,0.0,0,1,1,3,1,1,Control
286526,20170212,1,1,1,0,0.0,0,0,0,0,0,1,Control
295173,20170212,1,1,1,0,0.0,0,0,1,4,1,1,Control
30437,20170212,1,1,1,0,0.0,0,0,0,0,0,0,Control
226605,20170212,1,1,3,0,0.0,0,0,1,5,2,0,Control
226601,20170212,1,1,1,0,0.0,0,0,1,51,29,7,Control
215789,20170212,1,1,1,0,0.0,0,0,0,0,0,0,Control
263934,20170212,1,1,1,0,0.0,0,1,0,2,1,1,Control
236168,20170212,1,1,1,0,0.0,0,0,0,0,0,0,Control
297607,20170212,1,1,1,0,0.0,1,1,1,1,0,0,Control
252896,20170212,1,1,1,0,0.0,0,0,0,6,1,1,Control
290483,20170212,1,1,1,0,0.0,0,1,0,8,3,2,Control
265802,20170212,1,1,1,0,0.0,0,1,0,3,3,2,Control
236048,20170212,1,1,1,0,0.0,0,0,0,3,1,1,Control
236023,20170212,1,1,1,0,0.0,0,0,0,0,0,0,Control
236097,20170212,1,1,1,0,0.0,0,0,0,10,4,3,Control
216602,20170212,1,1,1,0,0.0,0,0,0,0,0,0,Control
255879,20170212,1,1,1,0,0.0,0,0,0,0,0,0,Control
275487,20170212,1,1,1,0,0.0,0,0,0,0,0,0,Control
236095,20170212,1,1,1,0,0.0,0,0,1,4,0,0,Control
237357,20170212,1,1,1,0,0.0,0,1,1,11,0,0,Control
218060,20170212,1,1,1,0,0.0,0,0,1,29,14,4,Control
246299,20170212,1,1,1,0,0.0,0,0,0,0,0,0,Control
268227,20170212,1,1,1,0,0.0,0,0,0,0,0,0,Control
285343,20170212,1,1,1,0,0.0,0,1,1,1,0,0,Control
259895,20170212,1,1,1,0,0.0,0,1,1,2,1,1,Control
42141,20170212,1,1,1,0,0.0,0,0,1,13,1,1,Control
50445,20170212,1,1,2,0,0.0,1,1,1,1,0,0,Control
27147,20170212,1,1,1,0,0.0,0,0,0,9,1,1,Control
276646,20170212,1,1,2,0,0.0,0,1,0,4,1,1,Control
267359,20170212,1,1,2,0,0.0,0,0,1,8,8,8,Control
229629,20170212,1,1,1,0,0.0,0,0,0,0,0,0,Control
289376,20170212,1,1,1,1,144.72845700000002,0,1,0,22,12,9,Control
29714,20170212,1,1,1,0,0.0,0,1,1,3,0,0,Control
256872,20170212,1,1,1,0,0.0,0,0,0,2,1,1,Control
270844,20170212,1,1,1,1,131.923486,0,0,0,42,20,18,Control
248397,20170212,1,1,2,0,0.0,0,1,0,1,0,0,Control
305640,20170212,1,1,1,0,0.0,0,0,0,0,0,0,Control
244038,20170212,1,1,1,0,0.0,0,0,0,0,0,0,Control
49529,20170212,1,1,1,0,0.0,0,0,1,18,1,1,Control
49632,20170212,1,1,1,0,0.0,0,1,1,3,1,1,Control
253919,20170212,1,1,1,0,0.0,0,0,0,6,0,0,Control
246010,20170212,1,1,1,0,0.0,0,0,0,0,0,0,Control
221540,20170212,1,1,1,0,0.0,0,0,0,2,0,0,Control
211606,20170212,1,1,1,0,0.0,0,0,0,0,0,0,Control
297461,20170212,1,1,1,0,0.0,0,0,1,3,1,1,Control
31423,20170212,1,1,1,0,0.0,0,0,1,22,2,0,Control
276945,20170212,1,1,1,0,0.0,0,0,1,11,1,1,Control
286463,20170212,1,1,1,0,0.0,0,0,0,14,2,1,Control
267296,20170212,1,1,1,0,0.0,0,0,0,0,0,0,Control
286769,20170212,1,1,1,0,0.0,1,1,1,1,0,0,Control
211608,20170212,1,1,1,0,0.0,0,1,0,2,0,0,Control
251020,20170212,1,1,1,0,0.0,0,1,0,1,1,1,Control
260940,20170212,1,1,1,0,0.0,0,1,1,7,0,0,Control
243198,20170212,1,1,2,0,0.0,0,0,0,1,0,0,Control
277937,20170212,1,1,2,0,0.0,1,2,2,7,1,1,Control
40950,20170212,1,1,1,0,0.0,0,0,0,3,0,0,Control
272691,20170212,1,1,1,0,0.0,0,1,1,2,0,0,Control
230116,20170212,1,1,1,0,0.0,0,0,1,11,2,2,Control
230118,20170212,1,1,1,0,0.0,0,1,1,5,0,0,Control
29732,20170212,1,1,1,0,0.0,0,0,0,0,0,0,Control
38940,20170212,1,1,1,0,0.0,1,1,1,1,0,0,Control
266411,20170212,1,1,1,0,0.0,1,1,1,1,0,0,Control
244034,20170212,1,1,1,0,0.0,0,0,0,1,0,0,Control
49340,20170212,1,1,2,1,88.031488,0,0,0,65,3,3,Control
266410,20170212,1,1,1,0,0.0,1,1,1,1,0,0,Control
259293,20170212,1,1,2,0,0.0,2,2,2,2,0,0,Control
41184,20170212,1,1,1,0,0.0,0,1,1,6,0,0,Control
245795,20170212,1,1,1,0,0.0,0,0,0,0,0,0,Control
