,DATE,users,cust_hash_count,sessions,orders,revenue,bounces,entries,exits,Catalog_PI,catalog_clicks,catalog_clicks_1,variant
358936,20170209,1,1,1,0,0.0,0,1,1,6,0,0,Treatment
110992,20170209,1,1,1,0,0.0,1,1,1,1,0,0,Treatment
110711,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
101148,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
134395,20170209,1,1,2,0,0.0,2,2,2,2,0,0,Treatment
4228,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
354682,20170209,1,1,1,0,0.0,1,1,1,1,0,0,Treatment
44327,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
356278,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
256116,20170209,1,1,1,0,0.0,0,0,1,1,0,1,Treatment
98186,20170209,1,1,1,0,0.0,1,1,1,1,0,0,Treatment
98176,20170209,1,1,1,0,0.0,0,1,0,2,0,0,Treatment
356276,20170209,1,1,1,0,0.0,0,0,1,13,4,6,Treatment
366829,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
98948,20170209,1,1,1,0,0.0,0,0,1,4,0,0,Treatment
130430,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
366895,20170209,1,1,1,0,0.0,0,0,0,1,0,0,Treatment
366892,20170209,1,1,1,0,0.0,0,0,1,12,0,0,Treatment
366885,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
256338,20170209,1,1,1,0,0.0,0,0,0,1,1,1,Treatment
120960,20170209,1,1,1,0,0.0,1,1,1,1,0,0,Treatment
3072,20170209,1,1,1,0,0.0,0,1,0,5,2,0,Treatment
370944,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
276195,20170209,1,1,1,0,0.0,0,0,0,0,0,1,Treatment
217085,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
197140,20170209,1,1,2,0,0.0,0,1,1,11,0,0,Treatment
197177,20170209,1,1,1,0,0.0,0,1,0,2,0,0,Treatment
234338,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
77132,20170209,1,1,1,0,0.0,0,1,1,4,1,0,Treatment
77131,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
171694,20170209,1,1,1,0,0.0,0,1,1,3,3,3,Treatment
232885,20170209,1,1,1,0,0.0,0,0,0,18,7,4,Treatment
232851,20170209,1,1,1,0,0.0,0,1,0,2,0,0,Treatment
30387,20170209,1,1,1,0,0.0,1,1,1,1,0,0,Treatment
171674,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
171678,20170209,1,1,1,0,0.0,0,1,1,6,1,0,Treatment
7005,20170209,1,1,1,0,0.0,0,1,0,10,9,0,Treatment
133168,20170209,1,1,1,0,0.0,0,1,1,5,0,0,Treatment
118980,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
7038,20170209,1,1,1,0,0.0,1,1,1,1,0,0,Treatment
358618,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
118833,20170209,1,1,1,0,0.0,0,0,0,7,2,1,Treatment
280306,20170209,1,1,1,0,0.0,0,0,1,8,0,0,Treatment
276189,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
132565,20170209,1,1,1,0,0.0,0,0,0,16,2,2,Treatment
280304,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
118815,20170209,1,1,1,0,0.0,0,1,1,5,0,0,Treatment
132849,20170209,2,1,2,0,0.0,0,2,1,18,3,0,Treatment
266442,20170209,1,1,1,1,16.034074,0,0,0,17,8,8,Treatment
359244,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
93330,20170209,1,1,2,0,0.0,0,0,1,12,1,0,Treatment
356474,20170209,1,1,1,0,0.0,1,1,1,1,0,0,Treatment
366394,20170209,1,1,1,0,0.0,0,1,1,18,5,0,Treatment
282219,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
277919,20170209,1,1,1,0,0.0,0,0,1,13,1,1,Treatment
102931,20170209,1,1,1,0,0.0,1,1,1,1,0,0,Treatment
34914,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
36488,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
268310,20170209,1,1,1,0,0.0,0,0,0,7,0,0,Treatment
284,20170209,1,1,1,0,0.0,0,0,0,1,0,0,Treatment
252566,20170209,1,1,1,0,0.0,0,0,0,1,1,1,Treatment
281873,20170209,1,1,1,0,0.0,0,0,0,27,7,0,Treatment
124974,20170209,1,1,2,0,0.0,1,1,2,9,1,1,Treatment
360877,20170209,1,1,1,0,0.0,0,0,1,2,0,0,Treatment
250619,20170209,1,1,1,0,0.0,0,0,0,2,1,1,Treatment
102263,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
5117,20170209,1,1,1,0,0.0,1,1,1,1,0,0,Treatment
360888,20170209,1,1,1,0,0.0,0,0,1,5,0,0,Treatment
278243,20170209,1,1,1,0,0.0,0,0,1,4,0,0,Treatment
104809,20170209,1,1,1,0,0.0,0,1,0,1,1,1,Treatment
597,20170209,1,1,1,0,0.0,1,1,1,1,0,0,Treatment
106737,20170209,1,1,1,0,0.0,0,0,0,1,0,0,Treatment
602,20170209,1,1,1,0,0.0,0,1,1,4,0,0,Treatment
270188,20170209,1,1,2,0,0.0,0,1,0,9,1,0,Treatment
252569,20170209,1,1,1,0,0.0,0,1,0,1,1,1,Treatment
353848,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
353851,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
39983,20170209,1,1,1,0,0.0,0,0,0,1,0,0,Treatment
91146,20170209,1,1,2,0,0.0,0,1,0,59,10,8,Treatment
5381,20170209,1,1,1,0,0.0,0,1,1,5,0,0,Treatment
91150,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
250944,20170209,1,1,1,0,0.0,0,1,1,20,7,1,Treatment
275424,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
256329,20170209,1,1,1,0,0.0,0,1,1,1,0,0,Treatment
116640,20170209,1,1,2,0,0.0,0,0,1,3,0,0,Treatment
256334,20170209,1,1,1,0,0.0,0,0,0,0,0,1,Treatment
266261,20170209,1,1,2,0,0.0,2,2,2,2,0,0,Treatment
266259,20170209,1,1,4,0,0.0,0,0,0,0,0,0,Treatment
42359,20170209,1,1,1,0,0.0,0,0,1,19,5,4,Treatment
364294,20170209,1,1,1,0,0.0,0,1,1,3,0,0,Treatment
266093,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
364721,20170209,1,1,1,0,0.0,0,0,1,14,0,0,Treatment
357985,20170209,2,1,3,0,0.0,0,0,0,12,2,0,Treatment
115140,20170209,1,1,1,0,0.0,0,0,1,52,10,1,Treatment
217184,20170209,1,1,1,0,0.0,0,0,0,2,0,0,Treatment
279412,20170209,1,1,1,0,0.0,0,0,1,1,0,0,Treatment
265876,20170209,1,1,1,0,0.0,0,1,0,2,0,0,Treatment
6648,20170209,1,1,2,0,0.0,0,1,1,3,0,0,Treatment
42287,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
118044,20170209,1,1,1,0,0.0,0,1,1,6,0,0,Treatment
256404,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
118131,20170209,2,1,2,0,0.0,0,0,1,10,1,1,Treatment
280004,20170209,1,1,1,0,0.0,1,1,1,1,0,0,Treatment
105188,20170209,1,1,2,0,0.0,0,0,0,26,15,15,Treatment
108569,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
278180,20170209,1,1,1,0,0.0,0,1,1,7,0,0,Treatment
36458,20170209,1,1,1,0,0.0,0,1,1,10,4,0,Treatment
126455,20170209,1,1,1,0,0.0,0,1,1,4,1,1,Treatment
364894,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
63586,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
315166,20170209,1,1,1,0,0.0,0,1,1,9,4,0,Treatment
315164,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
230008,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
179652,20170209,1,1,1,0,0.0,0,1,1,3,0,0,Treatment
68762,20170209,1,1,1,0,0.0,0,1,0,3,8,2,Treatment
179367,20170209,1,1,1,0,0.0,0,0,1,4,1,1,Treatment
218649,20170209,1,1,1,0,0.0,1,1,1,1,0,0,Treatment
218653,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
228574,20170209,1,1,1,0,0.0,0,1,0,1,1,1,Treatment
228572,20170209,1,1,1,0,0.0,0,0,1,2,0,0,Treatment
224603,20170209,1,1,1,0,0.0,0,1,0,2,1,1,Treatment
71067,20170209,1,1,1,0,0.0,0,0,0,4,2,2,Treatment
20043,20170209,1,1,3,0,0.0,0,0,0,3,1,1,Treatment
189207,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
19720,20170209,1,1,1,0,0.0,0,0,1,5,0,0,Treatment
191242,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
191244,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
319214,20170209,1,1,1,0,0.0,0,1,0,1,1,0,Treatment
319215,20170209,1,1,1,0,0.0,0,0,1,4,1,1,Treatment
299794,20170209,1,1,1,0,0.0,0,0,1,1,0,0,Treatment
20510,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
189214,20170209,1,1,1,0,0.0,0,0,1,4,0,0,Treatment
189217,20170209,1,1,1,0,0.0,0,1,1,7,0,0,Treatment
221455,20170209,1,1,1,0,0.0,0,1,1,6,1,1,Treatment
189613,20170209,1,1,2,0,0.0,0,0,1,6,3,3,Treatment
319201,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
319203,20170209,1,1,1,0,0.0,1,1,1,1,0,0,Treatment
177569,20170209,1,1,5,0,0.0,0,0,0,0,0,0,Treatment
56132,20170209,1,1,1,0,0.0,0,0,0,6,0,0,Treatment
295630,20170209,1,1,1,0,0.0,0,0,1,3,0,0,Treatment
326940,20170209,1,1,1,0,0.0,0,1,1,11,13,4,Treatment
24730,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
207126,20170209,2,1,3,0,0.0,0,2,1,12,2,2,Treatment
148110,20170209,1,1,1,0,0.0,1,1,1,1,0,0,Treatment
148116,20170209,1,1,1,0,0.0,0,0,1,2,0,0,Treatment
309406,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
10521,20170209,1,1,1,0,0.0,1,1,1,1,0,0,Treatment
309430,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
309423,20170209,1,1,2,0,0.0,0,1,2,6,0,0,Treatment
10522,20170209,1,1,2,0,0.0,0,0,0,1,0,0,Treatment
285781,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
301433,20170209,1,1,1,0,0.0,0,0,0,9,3,3,Treatment
325137,20170209,1,1,1,0,0.0,1,1,1,1,0,0,Treatment
325206,20170209,2,1,2,0,0.0,0,0,0,0,0,0,Treatment
317108,20170209,1,1,1,0,0.0,0,0,0,28,15,15,Treatment
180846,20170209,1,1,3,0,0.0,0,1,0,2,1,1,Treatment
18280,20170209,1,1,1,0,0.0,0,1,1,23,8,1,Treatment
324428,20170209,1,1,1,0,0.0,1,1,1,1,0,0,Treatment
183782,20170209,1,1,1,0,0.0,1,1,1,1,0,0,Treatment
69276,20170209,1,1,2,0,0.0,0,0,0,0,0,0,Treatment
69275,20170209,1,1,2,0,0.0,0,0,0,0,0,0,Treatment
228357,20170209,1,1,1,0,0.0,0,0,1,15,7,2,Treatment
219121,20170209,1,1,1,0,0.0,0,0,0,20,8,6,Treatment
55699,20170209,1,1,1,0,0.0,0,1,1,4,1,0,Treatment
324714,20170209,1,1,1,0,0.0,0,1,1,6,1,1,Treatment
59364,20170209,1,1,1,0,0.0,0,0,0,8,0,0,Treatment
326929,20170209,1,1,2,0,0.0,1,2,1,3,1,1,Treatment
297680,20170209,1,1,1,0,0.0,0,0,0,1,2,2,Treatment
69478,20170209,1,1,1,0,0.0,1,1,1,1,0,0,Treatment
72739,20170209,1,1,1,0,0.0,0,1,1,6,1,1,Treatment
236694,20170209,1,1,1,0,0.0,0,1,0,1,0,0,Treatment
20603,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
54399,20170209,1,1,1,0,0.0,0,1,0,3,3,1,Treatment
315372,20170209,1,1,1,0,0.0,0,0,0,4,1,0,Treatment
172355,20170209,1,1,1,1,32.068148,0,0,0,6,1,1,Treatment
172357,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
16338,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
173870,20170209,1,1,1,0,0.0,1,1,1,1,0,0,Treatment
59588,20170209,1,1,1,0,0.0,0,0,1,12,2,2,Treatment
173895,20170209,1,1,1,0,0.0,1,1,1,1,0,0,Treatment
295244,20170209,1,1,1,0,0.0,0,0,1,13,0,0,Treatment
29962,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
29958,20170209,1,1,1,0,0.0,0,0,1,3,0,0,Treatment
75218,20170209,1,1,1,0,0.0,0,1,0,5,2,1,Treatment
22057,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
177141,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
196723,20170209,1,1,1,0,0.0,0,1,0,1,1,1,Treatment
329349,20170209,1,1,1,0,0.0,0,1,0,1,1,1,Treatment
175394,20170209,1,1,1,0,0.0,0,0,1,1,0,0,Treatment
329079,20170209,1,1,1,0,0.0,0,0,1,4,1,1,Treatment
329077,20170209,1,1,1,0,0.0,0,1,0,3,3,2,Treatment
332817,20170209,1,1,1,0,0.0,0,1,0,3,0,0,Treatment
332816,20170209,1,1,1,0,0.0,0,1,1,5,0,0,Treatment
332814,20170209,1,1,1,0,0.0,0,1,1,2,0,0,Treatment
332811,20170209,1,1,1,0,0.0,0,1,1,4,1,1,Treatment
59918,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
303272,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
303274,20170209,1,1,1,0,0.0,0,1,1,54,20,17,Treatment
292018,20170209,1,1,1,0,0.0,0,0,0,2,1,1,Treatment
72737,20170209,1,1,1,0,0.0,0,0,1,16,4,3,Treatment
72734,20170209,1,1,2,0,0.0,0,2,1,11,2,1,Treatment
56101,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
69485,20170209,1,1,1,1,16.034074,0,0,0,9,4,2,Treatment
220310,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
19617,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
187098,20170209,1,1,1,0,0.0,0,1,1,3,0,0,Treatment
69521,20170209,1,1,1,0,0.0,1,1,1,1,0,0,Treatment
71530,20170209,1,1,2,0,0.0,0,0,0,0,0,0,Treatment
79345,20170209,1,1,2,0,0.0,2,2,2,2,0,0,Treatment
59795,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
335108,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
315165,20170209,1,1,2,0,0.0,1,2,2,29,1,0,Treatment
79392,20170209,1,1,2,0,0.0,0,1,1,9,0,0,Treatment
235839,20170209,1,1,2,0,0.0,0,1,1,5,0,0,Treatment
235838,20170209,2,1,2,0,0.0,0,1,0,2,2,2,Treatment
167804,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
15113,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
13950,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
51696,20170209,1,1,1,0,0.0,0,1,1,3,0,0,Treatment
199253,20170209,1,1,1,0,0.0,1,1,1,1,0,0,Treatment
162668,20170209,1,1,1,0,0.0,0,1,0,9,2,1,Treatment
238103,20170209,1,1,1,0,0.0,0,0,1,6,0,0,Treatment
236591,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
14535,20170209,1,1,1,0,0.0,0,0,1,3,0,0,Treatment
236583,20170209,1,1,1,0,0.0,0,1,1,8,3,2,Treatment
334231,20170209,1,1,2,1,40.246603,0,0,0,2,1,1,Treatment
167798,20170209,1,1,1,0,0.0,0,0,1,4,1,1,Treatment
78630,20170209,1,1,1,0,0.0,0,0,0,5,2,1,Treatment
182125,20170209,1,1,2,0,0.0,0,1,1,32,3,1,Control
348800,20170209,1,1,3,0,0.0,0,0,0,0,0,0,Control
88703,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Control
141768,20170209,1,1,1,0,0.0,0,0,0,4,1,1,Control
12766,20170209,1,1,1,0,0.0,0,0,0,5,8,8,Control
203227,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Control
341190,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Control
202839,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Control
82574,20170209,1,1,1,0,0.0,0,0,1,2,0,0,Control
214811,20170209,1,1,1,0,0.0,0,1,0,1,1,1,Control
32157,20170209,1,1,1,0,0.0,0,1,0,2,2,2,Control
12439,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Control
12259,20170209,1,1,1,0,0.0,0,1,1,4,0,0,Control
240993,20170209,1,1,1,0,0.0,0,0,0,6,4,4,Control
83239,20170209,1,1,1,0,0.0,0,1,1,3,0,0,Control
160381,20170209,1,1,1,0,0.0,0,0,1,5,0,0,Control
238610,20170209,1,1,2,0,0.0,0,1,2,11,9,6,Control
238689,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Control
160292,20170209,1,1,1,0,0.0,1,1,1,1,0,0,Control
290415,20170209,1,1,2,0,0.0,0,1,1,4,1,1,Control
290418,20170209,1,1,1,0,0.0,0,1,1,2,0,0,Control
81517,20170209,1,1,1,0,0.0,0,0,0,21,5,3,Control
339246,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Control
158288,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Control
159758,20170209,1,1,1,0,0.0,0,0,1,1,0,0,Control
216229,20170209,1,1,1,0,0.0,0,1,1,3,0,0,Control
248015,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Control
31936,20170209,1,1,1,0,0.0,0,1,0,31,47,11,Control
47799,20170209,1,1,1,0,0.0,1,1,1,1,0,0,Control
348166,20170209,1,1,1,0,0.0,1,1,1,1,0,0,Control
24454,20170209,2,1,2,0,0.0,0,0,1,7,4,4,Control
309705,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Control
309709,20170209,1,1,1,0,0.0,0,0,1,4,2,2,Control
350967,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Control
210241,20170209,1,1,1,0,0.0,0,1,1,3,0,0,Control
211517,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Control
140011,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Control
350995,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Control
140638,20170209,1,1,1,0,0.0,0,0,1,7,4,1,Control
140634,20170209,1,1,1,0,0.0,1,1,1,1,0,0,Control
211524,20170209,1,1,1,0,0.0,1,1,1,1,0,0,Control
34317,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Control
250349,20170209,1,1,1,0,0.0,1,1,1,1,0,0,Control
250363,20170209,1,1,1,1,42.936883,0,0,0,1,1,1,Control
248633,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Control
8538,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Control
283711,20170209,1,1,1,0,0.0,0,1,1,4,1,1,Control
307600,20170209,1,1,2,0,0.0,0,0,0,0,0,0,Control
210897,20170209,1,1,1,0,0.0,0,0,1,3,1,1,Control
210895,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Control
246429,20170209,1,1,1,0,0.0,0,0,0,2,1,1,Control
88353,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Control
246242,20170209,1,1,1,0,0.0,0,0,1,3,0,0,Control
308748,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Control
246422,20170209,1,1,1,0,0.0,0,0,0,3,1,1,Control
89087,20170209,1,1,1,0,0.0,1,1,1,1,0,0,Control
24452,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Control
31937,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Control
152802,20170209,1,1,1,0,0.0,0,0,1,3,0,0,Control
368713,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Control
118976,20170209,1,1,1,0,0.0,1,1,1,1,0,0,Control
118979,20170209,1,1,1,0,0.0,0,0,0,6,3,2,Control
112241,20170209,1,1,1,0,0.0,0,0,1,8,3,3,Control
358646,20170209,1,1,1,0,0.0,1,1,1,1,0,0,Control
358644,20170209,1,1,1,0,0.0,0,0,0,9,12,10,Control
358642,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Control
111148,20170209,1,1,1,0,0.0,0,0,1,4,3,1,Control
128426,20170209,2,1,2,0,0.0,0,0,0,0,0,0,Control
368718,20170209,1,1,1,0,0.0,0,1,1,3,3,0,Control
358625,20170209,1,1,1,0,0.0,0,1,1,1,0,0,Control
358619,20170209,1,1,1,0,0.0,0,1,1,2,0,0,Control
254130,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Control
368994,20170209,1,1,1,0,0.0,0,0,0,3,2,2,Control
118832,20170209,1,1,1,0,0.0,0,0,0,2,3,3,Control
118812,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Control
112844,20170209,1,1,1,0,0.0,0,1,0,10,4,4,Control
112845,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Control
128624,20170209,2,1,2,0,0.0,0,0,0,0,0,0,Control
112847,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Control
118838,20170209,1,1,1,0,0.0,0,0,1,2,0,0,Control
370921,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Control
40218,20170209,1,1,1,0,0.0,0,0,1,1,0,0,Control
1176,20170209,1,1,1,0,0.0,0,0,0,4,1,1,Control
260857,20170209,1,1,2,0,0.0,0,2,1,20,16,9,Control
368700,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Control
49963,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Control
280641,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Control
171675,20170209,1,1,1,0,0.0,1,1,1,1,0,0,Control
204784,20170209,1,1,1,0,0.0,0,1,1,2,0,0,Control
32601,20170209,1,1,2,0,0.0,0,0,0,0,0,0,Control
32600,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Control
342724,20170209,1,1,1,0,0.0,0,1,1,6,0,0,Control
242227,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Control
152187,20170209,1,1,1,0,0.0,0,1,0,1,1,1,Control
305332,20170209,1,1,1,0,0.0,0,1,1,3,1,1,Control
152466,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Control
50132,20170209,1,1,1,0,0.0,0,0,1,18,3,3,Control
32515,20170209,1,1,1,2,106.85795900000001,0,0,1,3,2,2,Control
177134,20170209,1,1,1,0,0.0,0,0,1,4,0,4,Control
22056,20170209,1,1,1,0,0.0,1,1,1,1,0,0,Control
177138,20170209,1,1,1,0,0.0,0,1,1,3,0,0,Control
175383,20170209,1,1,1,0,0.0,0,0,0,1,0,0,Control
230651,20170209,1,1,1,0,0.0,1,1,1,1,0,0,Control
169948,20170209,1,1,1,0,0.0,0,0,1,13,0,0,Control
53800,20170209,1,1,1,0,0.0,0,0,0,21,4,4,Control
53801,20170209,1,1,2,0,0.0,0,0,0,0,0,0,Control
197139,20170209,1,1,2,0,0.0,0,0,1,11,1,0,Control
314944,20170209,1,1,1,0,0.0,1,1,1,1,0,0,Control
172348,20170209,1,1,1,0,0.0,0,0,1,12,1,0,Control
196929,20170209,1,1,1,0,0.0,1,1,1,1,0,0,Control
170033,20170209,1,1,1,0,0.0,0,1,1,3,0,0,Control
53821,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Control
315174,20170209,1,1,1,0,0.0,0,0,0,17,2,0,Control
368697,20170209,1,1,1,0,0.0,0,1,0,2,3,2,Control
24440,20170209,1,1,1,0,0.0,0,0,1,2,0,0,Control
24430,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Control
49287,20170209,2,1,2,0,0.0,2,2,2,2,0,0,Control
235835,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Control
197276,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Control
22621,20170209,1,1,1,0,0.0,0,1,0,1,0,0,Control
67251,20170209,1,1,1,0,0.0,0,0,1,12,1,1,Control
14813,20170209,1,1,1,1,32.17576,0,0,0,2,2,2,Control
292024,20170209,1,1,1,0,0.0,1,1,1,1,0,0,Control
335105,20170209,1,1,3,1,32.17576,0,0,0,14,0,0,Control
236522,20170209,1,1,1,0,0.0,0,1,0,2,2,2,Control
318573,20170209,1,1,1,0,0.0,0,0,0,1,0,5,Control
71576,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Control
318562,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Control
71572,20170209,1,1,1,0,0.0,0,1,1,3,1,1,Control
71571,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Control
187602,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Control
187482,20170209,1,1,1,0,0.0,0,1,1,1,0,0,Control
226344,20170209,1,1,2,0,0.0,1,2,1,5,7,7,Control
69621,20170209,1,1,1,0,0.0,0,1,1,1,0,0,Control
69484,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Control
226728,20170209,1,1,2,0,0.0,0,1,0,7,3,1,Control
185242,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Control
297216,20170209,1,1,1,0,0.0,0,0,1,9,2,2,Control
71665,20170209,1,1,1,0,0.0,0,0,1,37,24,11,Control
186783,20170209,1,1,1,0,0.0,0,0,1,3,0,0,Control
297740,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Control
186681,20170209,1,1,1,0,0.0,0,1,0,1,0,0,Control
236127,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Control
69474,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Control
236121,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Control
59781,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Control
173872,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Control
16344,20170209,1,1,1,0,0.0,0,1,1,3,0,0,Control
329689,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Control
294966,20170209,1,1,1,0,0.0,0,1,1,5,0,0,Control
54400,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Control
165659,20170209,1,1,1,0,0.0,0,1,0,1,4,4,Control
164169,20170209,1,1,2,0,0.0,2,2,2,2,0,0,Control
336679,20170209,1,1,1,0,0.0,0,1,0,3,2,1,Control
291989,20170209,1,1,1,0,0.0,0,1,1,2,0,0,Control
14520,20170209,1,1,1,0,0.0,0,0,1,16,9,9,Control
79479,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Control
14525,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Control
162669,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Control
162063,20170209,1,1,1,0,0.0,0,0,1,3,0,0,Control
216627,20170209,1,1,1,0,0.0,0,0,0,2,0,0,Control
198942,20170209,1,1,1,0,0.0,0,1,1,2,0,0,Control
337134,20170209,1,1,1,0,0.0,0,1,1,5,9,2,Control
337135,20170209,1,1,1,0,0.0,0,0,1,1,0,0,Control
337136,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Control
198759,20170209,1,1,1,0,0.0,0,0,1,24,10,4,Control
80910,20170209,1,1,1,0,0.0,0,0,0,0,0,0,Control
216617,20170209,1,1,1,0,0.0,1,1,1,1,0,0,Control
